index,title,ingredients,preparation,img_url,cluster_label,sim_idx
284,Blueberries and Cream Layer Dessert,"Tofu cream:
1 pack silken tofu
1/3 cup rice syrup
1 Tbsp olive, sunflower or safflower oil
1 Tbsp soymilk
1 ½ tsp vanilla extract
1 tsp lemon juice
Blueberry sauce:
4 cups fresh blueberries (use frozen if not in season)
1/3 cup rice syrup
1 Tbsp lemon juice
2 Tbsp kuzu (gluten free starch)","Allow two hours for chilling both the Tofu Cream and the Blueberry Sauce.
Tofu Cream:
Whip all ingredients together in a blender until very smooth. Refrigerate at least two hours before serving.
Blueberry Sauce:Set aside one cup of the blueberries for topping the dessert.
Place the remaining 3 cups of blueberries in a pot with the rice syrup and lemon juice.
Dissolve the kuzu in two tablespoons of water and add to the pot.
Bring to a boil and simmer on low heat for 4 minutes.
Stir in the kuzu and simmer until the mixture starts to thicken.
Transfer to a blender and blend to a cream.
Pour into a bowl and allow to cool.
Chill in the refrigerator for at least two hours.
Using pretty glasses and layer some blueberry sauce in the bottom and tofu cream on top.
Continue this process of layering until the glass is full, and then top with blueberries and toasted flaked almonds, or nuts of your choice.",https://veganuary.com/wp-content/uploads/2016/07/Tofu-Blueberry-Dessert-400x578.jpg,2,170
285,Makai Pawa,"3 handfuls of Pawa (rice flakes)
Less than 1/2 a tin of sweetcorn (Makai) – about 120g
1 fresh chilli
Less than 1 tablespoon of oil – sunflower, olive, canola or rapeseed oil
1/2 teaspoon of mustard seeds
2 sweet neem Leaves
1 pinch of asafetida (hing)
Less than a 1/4 teaspoon of cumin seeds (jiru)
1 handful of red skin peanut kernels
1 pinch of turmeric
Salt to taste
1 drizzle of lemon juice
1 handful of freshly chopped coriander","Thisrecipe serves 1Wash 3 handfuls of Pawa (rice flakes) in warm water – do this once or twice but not for long
Leave it in a straineruntil you need it, so that the water drainsaway
In a pan, add the oil, mustard seeds, jiru and hing
Add the peanut kernels
Add 2 sweet neem leaves
Put the lid on the pan and wait until the seeds begin to pop
Add the chilli – ensure that you taste the chilli first so that you can amend how much you put in according to how spicy the chilli is
Open a can of sweetcorn and drain the water
Add the sweetcorn to the pan and mix
Add salt to taste
Add the turmeric
Let it cook until the corn is softer (about 5 minutes)
Add the Pawa and lemon juice and mix
After about 5 minutes add the chopped coriander and mix
Serve and enjoy after a couple of minutes",https://veganuary.com/wp-content/uploads/2016/07/Crop-1-1-400x208.jpg,20,25
286,Apple Cinnamon Spiced Protein Oats,"100g oats of choice
250ml water
250ml oat milk
100g apple puree
1 -2 tsp cinnamon
Pinch of sea salt
20g Pulsin Unflavoured Pea Protein or similar alternative
1 -2 tbsp maple syrup to taste
FOR TOPPING
2 tbsp tahini
2 tbsp pecans and pumpkin seeds mixed; toasted if desired
2 -4 tsp maple syrup
1 small sweet apple of choice diced
2 tbsp pomegranate
","Mix together oats, water, oat milk, apple puree and cinnamon in a pot.
Bring to the boil and simmer for 8 – 10 minutes until thickened.
Add in salt, pea protein and maple syrup to taste.
Stir well to combine. Loosen out with a little more oat milk if desired to reach desired consistency.
Serve topped with the wonderful array of topping suggestions!",https://veganuary.com/wp-content/uploads/2020/03/Apple-Pie-Oats-2-682x1024-400x601.jpg,16,600
287,"Banana, Raisin and Walnut Loaf","200g self-raising flour
1 teaspoons ground cinnamon
1 teaspoons ground ginger
1/2 teaspoon grated nutmeg
1/2 teaspoon of baking powder
60g dairy-free margarine
110g soft light brown sugar
175g mashed ripe bananas
25g chopped walnut pieces
25g raisins
110 ml dairy free milk alternative – this is approximate, you may need less","Preheat over to 180oC/160oC Fan/Gas 4.Line a 1lb loaf tin with non-stick baking parchment.Sift together the flour, ground cinnamon, ginger, nutmeg, baking powder in a large mixing bowl. Rub in the dairy-free margarine until you have a consistency of fine breadcrumbs. Add the sugar, bananas, chopped walnuts, and raisins. Stir well.Gradually add the dairy-free milk a little at a time until you have a soft dropping consistency, the amount needed will depend on the ripeness of the bananas.Spoon into the tin and level the surface. Bake in the oven for 1¼ to 1½ hours or until golden, firm to touch and a skewer inserted into the middle comes out clean. Cover with foil if the loaf is browning too much during cooking.Leave to cool in the tin then turn out onto a wire rack to finish cooling.",https://veganuary.com/wp-content/uploads/2016/12/Vegan-Banana-Raisin-and-Walnut-Loaf-Recipe-400x267.jpg,10,4
288,"Rosemary Oatcakes (savoury, wheat-free, vegan cracker)","1 tablespoon of finely chopped rosemary
300g (10½ oz) plain oatmeal (ground oats)
½ teaspoon sea salt (or to taste)
175ml – 200ml (6 – 7 floz) approx filtered or spring water
50g (1¾oz) spelt flour or fine oatmeal to roll with
A dash of oil for oven tray","Finely chop a good handful or more of fresh rosemary leaves, until you have at least a tablespoon of finely chopped rosemary.
Turn oven on to approximately gas mark 7 (220˚C/425˚F).
Mix all dry ingredients together.
Add 175ml (6 floz) of the water and mix thoroughly with the dry ingredients. Add the remaining 25ml of water a little at a time, until you have a dough-like ‘rollable’ ball (the best way to mix is to use the back of a spoon, with a pressing type motion or just get your hands in there). When you have added all water necessary, press firmly together with your hands. You may be tempted to add more water to get it to bind, but make sure that you really need it first, otherwise you’ll end up with a soggy mix! If you put too much water in it’s not really a problem though, just add extra oatmeal or spelt flour.
Split the dough into two (makes rolling easier) and roll out on a flour dusted surface until it is about 3 mm (8th of an inch) thick (I like to use spelt flour or fine oatmeal to roll/dust with, but whatever you have will do).
Cut with cookie cutter and place onto an oiled oven tray. If you don’t have a cookie cutter, then just cut into squares or triangles with a sharp knife.
Place on oven tray and then bake in preheated oven between 20 and 25 minutes, until they begin to gently tan.
Lift from tray and let them cool down on a cooling tray. They should firm up nicely with an enjoyable crunch. Some people like them less crunchy, in which case take out before they start to tan. I am in the ‘crunchy’ camp personally. Explore.",https://veganuary.com/wp-content/uploads/2016/07/Oatcakes1-400x270.jpg,17,17
289,Crispy Salt and Pepper Spiced Tofu,"400g of firm tub tofu (I used Cauldron Original)
1 tsp of Chinese 5-spice (feel free to substitute with your preferred spice)
1-2 tablespoons of vegetable oil (rice bran is good as it has a high smoke point, olive oil works well too)
1 tablespoon of plain flour (if you’re gluten or wheat intolerant, you can substitute for your preferred flour or use gram/chickpea flour)
1 teaspoon of dried chilli flakes (optional) 
Splash of soy sauce
1 sliced chilli, 1 spring onion, few slices of red onion (optional – for garnish)
2 tablespoons of oil (rice brand oil is good as it has a high smoke point but olive oil works well too) 
Salt & pepper
Your favourite vegan dipping sauce – I love sweet chilli with this dish","I know tofu can be a little daunting to cook with if you haven’t used it before, particularly if you’re a new vegan and attempt to treat it like you might have done a non-vegan protein source.
Top tofu tip!Before we get started it’s probably worth sharing my number 1 favourite tip for tofu – freeze it first, then defrost it.
Whilst this means a little more planning, it seems to make a big difference in the firmness, how easy it is to work with, and also the texture of the end result. It’s not the end of the world if you haven’t time to freeze it before using but for future reference, I find it works best to keep tofu in the freezer and just take it out to defrost the evening before or the morning of the day I’m going to be using itUnpackage the tofu and drain well, squeezing the excess moisture over the sink before placing in a clean tea cloth
Wrap the cloth around the tofu and press down on it to remove as much of the moisture as possible – I find placing it between two chopping boards is a good method
Cut the tofu into cubes – I find slicing it in half into two flat slabs is a good way to start
Place the tofu in a bowl, add the salt, pepper, spices, and soy sauce and mix gently until all pieces are evenly coated
Add the flour and mix again, until evenly coated
Heat the oil in a pan, then carefully add the tofu (you don’t want to burn yourself with splashes of hot oil!)
Fry the tofu, turning occasionally, until golden
Serve as is with the garnish or dipping sauce or add at the last minute to your favourite stir fry dish
Enjoy!",https://veganuary.com/wp-content/uploads/2016/07/Frying-tofu-400x267.jpg,11,37
290,Red Tofu Curry,"1 tablespoon canola oil
1 (12-ounce) package extra-firm tofu, cut into ½-inch cubes and pressed to reduce excess water
3 cups baby carrots, halved lengthwise
2 cups peeled red or Yukon potatoes, chopped into bite-size pieces
2 medium yellow onions, diced
3 teaspoons minced garlic (6 cloves)
1 (1-inch) piece fresh ginger, peeled and minced
1¾ cups water
1 cup canned unsweetened coconut milk
1 ½ tablespoons red curry paste
1 vegetable bouillon cube
½ teaspoon salt
Cooked rice, for serving
Fresh cilantro, for garnish","In a skillet over medium-high heat, heat the oil. Add the tofu and brown until the edges are crisp, about 5 minutes.
Combine the tofu, baby carrots, potatoes, onions, garlic, ginger, water, coconut milk, red curry paste, bouillon cube, and salt in a slow cooker; mix well.
Cover and cook on low for 6 to 8 hours or on high for 3 to 4 hours.
Serve over rice and garnished with cilantro.",https://veganuary.com/wp-content/uploads/2017/05/Red-Tofu-Curry-pic-only-1-1-400x492.png,13,509
291,Cauliflower Sweet Potato Mac & Cheese,"150g cooked and cooled sweet potato flesh
100g cooked and cooled cauliflower
60g smooth roast cashew butter
3 – 6 tbsp nutritional yeast depending on how cheesy you would like your sauce!
¼ tsp garlic powder
¼ tsp onion powder
¼ tsp paprika
1 tsp lemon juice
200ml – 250ml oat milk or cashew milk
1 tsp dijon mustard
2 tbsp (15g) Pea Protein
300g uncooked dried elbow pasta
4 handfuls finely chopped kale
4 tsp vegan-friendly basil pesto
Vegan crisps/potato chips of choice
","Cook pasta according to packet instructions.
Blend together all sauce ingredients with the exception of the protein powder until perfectly smooth and silky in a high-speed blender.
Start with 200 ml of oat milk and add more if necessary either before or after you add the protein powder.
Add protein powder and blend to combine.
Season to taste with Pink Himalayan Rock Salt.
Mix shredded kale with pesto.
Add sauce to cooked and drained pasta.
Serve topped with some of the kale pesto slaw and crisps of choice. Dig in!",https://veganuary.com/wp-content/uploads/2020/03/Vegan-Cauliflower-Sweet-Potato-Protein-Mac-and-Cheese-1-705x1024-400x581.jpg,12,810
292,Gooey Chocolate Brownies,"1 x 400g tin of aduki beans, drained and rinsed
6 tbsp ground flaxseed
75ml sunflower oil
200g light soft brown sugar
55g cocoa powder
55g ground almonds
1 tsp gluten-free baking powder
100g dark dairy-free chocolate
1 tsp vanilla extract","Makes 9 brownies
You will need a 23 cm square tin for this recipePreheat the oven to 180c and lightly grease and line a 23cm square brownie tin.
Begin by combining the ground flaxseed in a bowl with 9 tablespoons of water, stir together and set aside to thicken up – the flaxseed will absorb all of the liquid, acting as a binder for the brownies.
Place the aduki beans into a food processor and blitz until you have a smooth paste. Add the flaxseed mixture, oil, sugar, cocoa, ground almonds, baking powder and vanilla extract and pulse until you have a rich and glossy batter.
Roughly chop the dark chocolate into small chunks, add it to the mixture and pulse briefly just to combine the chocolate into the mixture. Spoon the brownie batter into the tin and then bake in the oven for 55-60 minutes, stopping half way through to cover the brownies loosely in foil to stop them catching.
Remove from the oven and set aside to cool down until just warm, this way the brownies will have had time to set a little but still be deliciously warm.Like this recipe and want to try more? Sign up with Veganuary today for recipes delivered straight to your inbox.
",https://veganuary.com/wp-content/uploads/2016/07/AdukiBrownies1-400x267.jpg,9,488
293,Dudhi Fritters,"1 dudhi
1 tsp salt
70g gram flour
1 tsp garam masala
½ tsp turmeric
1 tsp ground cumin
1 tsp ground coriander
1 green chilli, finely chopped
4 tbsp coriander, finely chopped
","Peel and grate the dudhi, then mix with 1 tsp of salt. Leave for 15 minutes.
Using your hands, squeeze the water out of the dudhi and discard the water. This will help each fritter hold together.
Add all spices, chillies and coriander to the dudhi along with the gram flour and cornflour. Mix well to form a coarse batter.
Heat ½ cm of oil in a saucepan over a high heat. Once the oil is hot enough, dot heaped tablespoons of the dudhi batter around the saucepan and fry for 4-5 minutes, turning regularly to ensure they turn evenly crispy.
Once the dudhi is crispy and brown on the outside, remove from the oil and drain on kitchen paper. Serve with a tamarind chutney.",https://veganuary.com/wp-content/uploads/2022/05/dudhi-fritter-400x401.png,17,172
